Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position.1,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID
Kartal Kayra Yılmaz,DM/M C,21,115,135,Turkey,Beşiktaş A.Ş.,15,14,12,7,13,13,6,9,5,9,14,11,9,14,11,13,12,13,14,13,13,15,12,6,11,13,15,14,12,13,12,9,15,11,11,9,13,9,12,4,10,1,2,1,2,3,1,1,2,2,4,2,18,17,5,12,11,15,13,10,1,1,1,1,1,1,20,1,19,1,1,12,1,1,178,70,9,20,2.5,5900,5900,4500,Mediterranean_Hispanic,112,6,2000/11/4,0,0,5317.0,Ümraniyespor,70121601
Uroš Milovanović,S,21,115,135,Serbia,S. Gijón,7,7,8,13,12,7,14,8,5,5,9,11,6,11,13,14,13,13,12,10,12,10,10,6,12,10,13,13,13,11,11,15,12,13,12,13,13,7,11,7,7,2,4,2,2,1,1,4,4,1,3,3,8,12,6,10,8,13,12,11,1,1,1,1,1,1,1,1,1,1,1,8,1,20,187,78,12,20,0.6,5750,5450,3750,Northern_European,116,4,2000/10/18,0,0,3357.0,,62214868
Yusuf Demir,AM/S RLC,19,115,-8,Austria,Galatasaray A.Ş.,12,9,15,10,14,12,7,11,5,5,12,8,6,16,7,10,11,9,11,13,12,14,15,5,12,6,12,9,14,15,12,8,12,13,11,7,6,5,6,5,14,2,1,1,1,2,1,3,1,1,2,1,8,17,1,12,11,15,16,16,1,1,1,1,1,1,1,8,14,12,15,18,20,16,173,69,20,9,3.5,6050,5900,4100,North_African__Middle_Eastern,110,6,2003/6/2,4,0,20832.0,,16283659
Antoñín,S R,22,115,139,Spain,Granada,11,11,14,13,13,8,11,12,4,3,9,12,3,13,7,12,14,10,13,10,11,13,12,10,12,3,10,13,15,14,9,11,14,15,11,8,13,12,12,13,13,2,3,2,2,3,2,2,3,2,2,3,12,11,13,8,10,8,10,8,1,1,1,1,1,1,1,1,1,1,13,8,15,20,182,71,10,20,0.5,5391,5741,3741,Mediterranean_Hispanic,112,5,2000/4/16,0,0,8000.0,Vitória Sport Clube,67271370
Borja Sainz,AM RL,21,115,138,"Spain,Pays Basque",Giresunspor,8,12,13,9,11,8,8,10,5,6,11,13,7,12,9,8,12,10,11,10,11,8,12,7,13,9,12,11,15,14,10,7,11,14,12,8,8,6,13,6,12,1,3,3,2,1,1,3,2,2,3,3,10,11,2,10,11,13,10,10,1,1,1,1,1,1,1,15,1,12,20,1,18,12,174,74,12,20,2.2,5850,5600,3950,Mediterranean_Hispanic,111,6,2001/2/1,0,0,8000.0,,67277845
Ben Wilmot,D C,22,115,141,"England,Republic of Ireland",Stoke City,8,7,8,8,9,8,13,7,11,14,10,8,11,12,15,12,16,13,12,11,11,16,7,13,8,12,14,16,11,11,12,13,14,13,15,12,15,15,16,12,7,1,3,4,2,1,3,2,4,3,1,4,11,15,6,10,10,14,12,12,1,10,20,14,1,1,12,1,8,1,1,1,1,1,188,77,9,20,5.0,5743,5743,3743,Northern_European,115,5,1999/11/4,0,0,6960.0,,29174249
Tom Holmes,D RC,22,115,140,United Kingdom,Reading,7,9,9,8,12,10,13,9,14,14,11,12,13,9,15,9,17,12,10,8,9,16,7,15,10,12,14,15,11,11,10,14,14,12,13,15,12,12,12,8,14,3,2,1,2,1,1,3,2,2,2,1,13,12,6,13,12,15,10,8,1,10,20,15,1,12,10,1,1,5,1,1,1,1,185,0,10,20,3.5,5750,5750,3408,Northern_European,115,4,2000/3/12,0,0,3480.0,,29175620
Rodrigo Márquez,AM RL,20,115,-75,Argentina,Club Atlético Independiente,10,11,13,12,14,12,12,14,10,8,13,13,10,11,7,15,6,14,11,11,12,18,8,8,11,11,10,12,12,12,11,10,15,12,13,12,13,7,10,14,13,2,2,2,1,1,1,3,3,3,1,2,17,16,3,12,11,15,12,20,1,1,1,1,1,1,1,1,1,1,20,1,15,15,177,76,20,10,0.25,5576,5576,3054,Mediterranean_Hispanic,117,3,2002/2/15,0,0,1538.0,,14217166
Javier Belman,GK,23,115,144,Spain,,6,1,1,2,7,8,1,2,3,3,10,3,1,8,5,12,13,11,11,11,10,5,2,14,2,11,9,8,10,12,8,13,10,11,6,8,11,11,9,5,13,12,15,13,3,14,15,14,12,12,7,13,7,13,7,12,12,10,10,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,184,83,11,20,0.3,5750,5750,2250,Mediterranean_Hispanic,112,6,1998/10/4,0,0,,,67245228
Mitchell van Bergen,M/AM R,22,115,135,Holland,Stade de Reims,10,9,15,9,10,7,5,11,9,4,10,9,4,10,9,10,7,11,11,10,11,12,14,5,13,4,13,11,17,14,8,9,5,16,10,8,11,6,13,14,17,2,2,2,3,1,3,1,4,3,1,2,13,11,6,10,13,13,13,10,1,1,1,1,1,1,1,8,1,17,14,1,20,1,172,62,8,20,1.2,5749,5749,4499,North_African__Middle_Eastern,105,3,1999/8/27,0,0,4999.0,,37059427
Luis Olivas,D C,22,115,144,Mexico,CD Guadalajara,4,6,4,5,10,7,13,8,11,13,11,7,13,9,9,11,10,10,12,12,15,16,11,10,8,12,11,11,10,8,14,12,11,10,9,16,13,6,10,10,6,2,1,1,3,2,2,1,3,2,2,3,10,12,7,11,12,11,11,10,1,1,20,1,1,1,1,1,1,1,1,1,1,1,182,88,20,10,1.5,5762,5762,2266,Mediterranean_Hispanic,107,5,2000/2/10,2,0,7507.0,,51063427
Ahmed Kutucu,S C,22,115,135,"Turkey,Germany",Başakşehir Futbol Kulübü,13,11,12,13,12,12,10,13,4,6,12,10,8,14,16,10,15,12,10,11,9,14,13,10,13,7,13,15,12,13,13,11,15,12,14,10,14,7,15,9,11,1,1,1,1,1,3,3,2,3,4,1,10,14,9,13,15,12,13,10,1,1,1,1,1,1,1,1,10,12,1,15,12,20,181,76,14,20,1.5,5800,5800,3800,North_African__Middle_Eastern,115,6,2000/3/1,2,0,7499.0,SV Sandhausen,91177154
Roberto de la Rosa,S,22,115,144,Mexico,Pachuca CF,11,10,16,13,15,13,11,12,7,10,12,11,4,14,6,16,7,15,12,12,16,10,12,14,13,11,11,12,11,9,8,11,12,10,10,8,12,8,13,10,13,2,1,4,2,1,1,2,2,3,1,2,16,12,2,11,11,8,12,17,1,1,1,1,1,1,1,1,1,1,1,1,1,20,177,73,12,20,1.0,5753,5753,2210,Mediterranean_Hispanic,118,255,2000/1/4,0,0,7087.0,,51063657
David Zalazar,WB/M/AM RL,20,115,-75,Argentina,Asociación Atlética Argentinos Juniors,12,13,13,11,11,13,8,8,9,10,12,6,11,13,15,11,10,11,9,11,14,4,11,4,14,8,10,11,14,11,10,10,12,13,12,7,14,7,7,5,19,3,1,1,2,1,2,3,1,3,2,2,13,10,1,7,11,10,12,16,1,10,1,8,16,12,1,18,1,14,20,14,16,1,181,0,20,14,0.125,5234,5234,2099,Native_American,114,255,2002/5/9,0,0,445.0,,14253398
Talles Costa,M/AM C,19,115,135,Brazil,SPO,11,12,13,8,13,11,9,9,9,10,13,7,11,12,9,12,9,12,11,14,12,12,11,9,11,12,14,10,13,14,9,8,13,12,11,8,20,15,5,9,10,2,1,2,2,3,3,1,2,2,1,1,13,11,1,10,13,10,11,12,1,1,1,1,1,1,13,12,20,14,1,16,1,1,171,65,12,20,2.0,5686,5686,2244,African_Caribbean,112,17,2002/8/2,0,0,3851.0,,19375654
Abiel Osorio,S,20,115,146,Argentina,Club Atlético Vélez Sarsfield,8,9,12,10,11,8,13,11,8,9,10,13,10,12,15,13,14,9,12,10,11,15,12,12,14,10,13,14,13,12,14,12,13,14,13,14,12,8,4,6,13,2,3,3,4,2,2,3,3,1,3,2,17,9,1,9,11,9,11,20,1,1,1,1,1,1,1,1,1,1,14,1,14,20,182,82,9,20,1.2,5677,5677,3314,Mediterranean_Hispanic,115,8,2002/6/13,0,0,1751.0,,14249535
Tomás Muro,M/AM RC,20,115,-75,Argentina,Club de Gimnasia y Esgrima La Plata,14,12,13,11,12,13,11,12,7,8,13,10,8,13,13,12,11,13,12,12,12,5,14,6,13,12,10,12,13,14,12,11,13,12,11,12,14,15,6,8,13,4,3,1,3,2,3,2,3,2,3,2,17,10,1,12,12,12,10,16,1,1,1,1,1,1,1,1,16,12,14,20,15,8,180,75,8,20,0.9,5750,5750,3000,Mediterranean_Hispanic,114,7,2002/5/5,0,0,438.0,,14245920
Jonas David,D/DM C,22,115,138,"Germany,Nigeria",Hamburger SV,5,7,11,6,12,6,13,8,9,12,13,8,12,12,12,11,12,13,11,12,11,11,10,8,7,13,14,12,11,10,13,15,13,13,12,14,13,9,9,6,14,4,1,1,2,1,1,1,2,2,2,2,7,13,7,12,10,12,14,14,1,1,20,10,1,1,17,8,14,1,1,1,1,1,190,89,9,20,0.75,5724,5724,3382,Mixed_Race,111,9,2000/3/8,0,0,2396.0,,91187772
Eric Martel,DM,20,115,-8,Germany,1. FC Köln,8,12,12,8,13,9,13,9,10,13,13,9,13,13,8,12,12,12,13,9,10,13,8,8,10,15,11,12,13,13,12,14,13,14,14,14,13,8,8,5,12,1,2,3,1,3,2,1,2,3,3,1,19,12,7,12,11,12,11,12,1,1,14,1,1,1,20,1,13,1,1,1,1,1,188,81,11,20,9.0,5743,5743,3244,Northern_European,121,2,2002/4/29,0,0,4999.0,,91205203
Bruno Fuchs,D C,23,115,135,Brazil,CSKA Moscow,3,8,11,7,12,6,13,5,10,12,12,7,13,14,12,13,13,12,12,10,12,8,11,11,8,13,13,13,11,10,12,15,12,13,13,12,14,15,13,15,19,1,1,2,1,1,1,1,1,2,2,1,13,13,7,14,13,12,15,13,1,1,20,1,1,1,1,1,1,1,1,1,1,1,190,82,8,20,2.0,5700,5950,3500,Northern_European,114,4,1999/4/1,0,0,19177.0,,19350684
Felippe Cardoso,AM/S R,23,115,138,Brazil,SAN,7,11,11,14,10,10,14,11,7,7,11,13,7,12,8,12,10,12,11,10,11,3,11,12,13,6,13,13,13,13,10,14,7,13,11,11,10,8,10,13,8,2,3,3,2,3,3,3,2,3,1,3,15,10,5,9,12,11,11,10,1,1,1,1,1,1,1,1,1,1,1,1,16,20,187,0,10,20,0.4,5750,5750,2500,Mixed_Race,114,14,1998/10/4,0,0,3796.0,Sendai Lumiere FC,19341470
Nicolás Díaz,D LC,23,115,142,Chile,Xoloitzcuintles de Tijuana,6,12,10,5,13,6,13,6,9,14,12,5,14,12,13,13,14,11,13,6,9,14,7,11,12,14,14,15,13,10,12,12,10,13,12,11,11,13,10,5,5,3,1,3,1,1,2,2,3,2,1,2,13,12,1,9,12,13,8,5,1,16,20,1,1,1,1,1,1,1,1,1,1,1,178,75,20,10,3.0,6004,6002,4002,Native_American,115,9,1999/5/20,2,0,8543.0,,75049650
Matheus Mendes,GK,23,115,135,Brazil,ATM,2,3,2,1,9,5,3,1,1,1,10,1,2,9,9,12,14,10,12,11,12,12,3,3,2,12,13,11,10,12,12,16,16,11,9,12,13,6,15,15,11,14,11,13,3,13,10,13,13,8,5,12,20,11,4,12,12,13,12,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,89,3,20,0.3,5718,5718,1818,Mixed_Race,111,12,1999/3/10,0,0,4089.0,,19296898
Manuel Duarte,AM LC,20,115,135,Argentina,Club Social y Deportivo Defensa y Justicia,11,13,12,12,12,11,11,13,10,11,12,9,7,13,10,11,7,12,10,12,14,4,12,12,12,12,12,13,12,13,12,6,11,12,9,9,12,11,11,9,16,1,1,1,2,3,4,1,3,3,3,3,20,11,2,12,13,15,11,15,1,1,1,1,1,1,1,12,15,1,18,20,1,12,171,70,9,20,0.6,5611,5611,2631,Mediterranean_Hispanic,109,6,2001/8/23,0,0,3627.0,,2000094562
Leo Román,GK,22,115,140,Spain,Mallorca,5,2,3,3,9,6,1,2,1,2,9,4,3,7,5,13,12,10,10,9,11,11,1,13,1,12,10,9,11,14,4,8,13,10,7,7,20,9,8,15,15,12,12,14,5,14,13,13,14,6,8,10,10,11,8,13,12,12,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,189,81,7,20,1.0,5750,5750,2750,Mediterranean_Hispanic,107,6,2000/7/6,0,0,3215.0,,2000028428
Kik Pierie,D/WB LC,22,115,135,"Holland,United States",AFC Ajax,7,11,9,6,12,11,13,8,8,11,12,8,12,11,13,10,12,12,11,12,11,14,11,9,12,11,12,13,13,11,12,13,11,12,13,11,10,9,7,16,12,2,3,3,3,1,1,1,3,2,3,3,16,11,3,13,14,12,13,12,1,18,20,1,16,1,14,1,1,1,1,1,1,1,185,72,20,9,0.9,5949,5949,4599,Northern_European,105,2,2000/7/20,0,0,6232.0,,37061235
Anouar Ait El Hadj,AM LC,20,115,-75,"Belgium,Morocco",RSC Anderlecht,11,12,13,9,15,9,9,12,5,9,14,5,5,14,8,13,14,14,11,13,10,10,15,5,12,10,12,11,12,12,11,5,9,14,15,10,8,8,13,5,16,3,2,2,1,2,3,1,1,2,1,3,11,14,7,14,7,12,12,10,1,1,1,1,1,1,1,1,15,1,17,20,12,1,168,70,10,20,1.5,5245,5495,3995,North_African__Middle_Eastern,116,6,2002/4/20,0,0,3499.0,,18113291
Morgan Rogers,AM/S RLC,19,115,-8,United Kingdom,Manchester City,9,12,14,11,12,7,8,9,4,9,11,5,9,13,9,10,9,12,9,11,9,14,15,6,11,7,10,12,14,11,13,11,13,13,11,13,9,4,10,4,10,1,3,3,2,3,2,2,4,1,2,2,8,13,4,14,11,10,14,14,1,1,1,1,1,1,1,1,1,1,20,17,17,18,187,0,13,20,8.0,5744,5744,3744,Mixed_Race,109,12,2002/7/26,0,0,23198.0,,28115996
Mounir Chouiar,AM LC,23,115,136,"France,Morocco,Mauritania",Başakşehir Futbol Kulübü,14,13,15,12,13,16,6,11,5,4,12,9,5,14,6,12,8,13,12,14,9,10,15,8,14,6,9,9,14,14,12,8,12,13,12,8,12,5,15,6,12,1,3,3,2,3,3,4,3,2,3,1,20,14,3,12,11,10,11,15,1,1,1,1,1,1,1,1,1,1,20,16,13,13,177,75,12,20,2.5,5895,6145,3897,North_African__Middle_Eastern,118,13,1999/1/23,0,0,11498.0,,48044171
Diego Pampín,D L,22,115,138,Spain,F.C. Andorra,7,12,12,6,13,4,12,11,7,8,11,11,12,13,12,13,12,12,10,12,16,13,12,12,13,13,15,15,9,9,12,9,12,10,16,7,20,5,3,12,14,1,3,3,1,2,1,3,1,2,3,3,16,13,8,13,11,12,12,19,1,20,7,7,15,5,1,10,1,1,5,1,1,1,175,0,20,14,0.7,5749,5749,3249,Mediterranean_Hispanic,111,2,2000/3/15,0,0,2821.0,,67247255
Daniel González,D C,20,115,140,Chile,Universidad Católica,4,7,8,4,12,5,14,6,6,13,11,5,14,12,13,12,13,13,13,8,12,13,7,12,5,12,15,14,12,11,13,13,11,11,13,13,12,11,9,13,8,1,2,1,4,2,3,2,1,1,3,1,17,14,5,12,8,17,16,16,1,1,20,12,1,1,10,1,1,1,1,1,1,1,186,74,10,20,0.225,5700,5700,1857,Native_American,115,7,2002/2/20,1,0,3817.0,,75055240
Harry Darling,D C,22,115,145,United Kingdom,Swansea City,6,6,10,9,11,7,14,9,5,13,14,6,13,12,9,13,11,13,11,11,13,10,10,10,8,13,14,10,11,10,11,12,15,12,13,13,11,8,10,5,6,3,2,3,2,2,4,2,3,3,3,1,9,12,1,12,11,12,8,10,1,1,20,1,1,1,1,1,1,1,1,1,1,1,188,0,10,20,2.0,5750,5750,3000,Northern_European,115,0,1999/8/8,0,0,12759.0,,29179790
Billy Mitchell,DM/M C,21,115,135,United Kingdom,Millwall,7,11,9,9,12,11,8,12,14,10,14,10,12,12,13,10,13,13,11,11,13,13,8,11,14,13,14,16,11,10,10,9,15,11,15,11,12,12,11,9,9,3,3,3,3,4,1,3,1,3,2,3,8,13,4,14,12,14,11,10,1,1,1,1,1,14,18,1,20,1,1,1,1,1,178,0,10,20,3.5,5749,5749,2251,Northern_European,115,5,2001/4/7,0,0,5800.0,,29194057
Koba Lein,M C,20,115,-85,"France,New Caledonia,Djibouti",Valencia,8,10,12,10,12,10,11,10,6,12,13,11,11,12,12,12,11,9,9,13,12,6,12,8,12,13,12,11,15,12,15,12,13,15,15,8,20,8,4,6,7,4,1,2,3,4,3,2,2,1,1,1,15,11,4,11,11,12,11,16,1,1,1,1,1,1,10,1,20,1,1,1,1,1,184,73,20,10,3.0,5500,5500,1500,Pacific_Islander,118,12,2001/10/27,0,0,2422.0,Oviedo,49048363
Naouirou Ahamada,DM/M C,20,115,-75,"France,Comoros",VfB Stuttgart,5,8,13,8,13,6,8,10,5,12,14,6,11,15,14,11,13,12,12,12,12,15,14,7,1,12,12,15,13,13,12,11,12,13,13,13,11,8,10,10,8,2,1,3,3,3,3,2,3,2,1,1,12,13,8,11,10,14,10,10,1,1,1,1,1,1,18,1,20,1,1,14,1,1,183,73,10,20,8.0,5996,4412,4096,African_Caribbean,112,16,2002/3/29,0,0,14383.0,,49048373
Isaac Atanga,AM RL,22,115,-75,Ghana,FC Cincinnati,11,11,14,11,12,9,7,8,6,6,11,12,6,13,11,14,10,12,11,12,8,8,15,13,13,4,11,11,16,16,8,6,13,16,12,4,8,10,12,12,16,2,3,2,4,1,1,2,1,3,2,2,7,11,2,11,10,12,13,11,1,1,1,1,1,10,1,12,1,13,16,1,20,14,173,65,20,6,0.75,5794,4568,4938,African_Caribbean,113,16,2000/6/14,0,0,3878.0,Göztepe A.Ş.,27156307
Emanuel Emegha,S,19,115,-8,"Holland,Nigeria,Togo",Sportklub Sturm Graz,9,7,13,11,12,8,13,12,11,5,12,6,5,11,9,10,12,9,10,7,9,14,12,6,14,5,8,10,15,12,11,17,14,14,10,12,9,6,6,8,14,3,1,1,3,2,1,3,1,1,3,2,13,14,5,13,11,11,9,13,1,1,1,1,1,1,1,1,1,1,12,1,12,20,195,0,12,20,12.0,5750,5750,3500,African_Caribbean,110,15,2003/2/3,0,0,4999.0,,37088234
Stelios Andreou,D C,20,115,-75,Cyprus,Royal Charleroi Sporting Club,4,7,8,4,11,8,11,8,6,14,10,8,11,9,12,12,13,11,11,8,13,14,8,11,10,12,13,12,12,13,12,13,15,13,14,13,15,8,7,4,6,1,3,3,3,2,1,3,1,3,4,3,8,13,4,12,12,11,14,13,1,1,20,1,1,1,1,1,1,1,1,1,1,1,188,78,9,20,2.0,5741,5741,1991,Mediterranean_Hispanic,113,6,2002/7/24,5,0,3499.0,,2000098756
Eliot Matazo,DM/M RC,20,115,-8,"Belgium,Democratic Republic of Congo",AS Monaco,8,9,13,10,13,9,9,10,2,12,13,8,12,13,14,12,13,10,12,12,12,14,12,12,9,11,14,14,13,14,13,9,14,13,13,13,11,11,10,8,12,1,2,3,3,3,1,3,3,1,1,3,13,18,4,8,8,12,11,13,1,1,1,1,1,1,16,1,20,15,1,1,1,1,174,67,8,20,6.0,5749,5749,2999,African_Caribbean,116,17,2002/2/15,0,0,5717.0,,18107444
Ernest Nuamah,AM RL,19,115,-75,Ghana,Football Club Nordsjælland,7,9,14,11,14,7,9,8,4,4,12,9,3,14,10,13,10,10,9,10,5,14,15,10,13,5,12,12,17,16,8,10,14,17,8,9,11,7,10,13,16,3,2,2,1,2,3,3,1,1,2,3,10,12,6,12,11,13,12,12,1,1,1,1,1,1,1,11,1,13,20,1,16,14,178,71,20,8,18.0,6250,3826,304,African_Caribbean,109,17,2003/1/1,0,0,1008.0,,2000156783
Sebastian Hausner,D C,22,115,135,Denmark,Aarhus Gymnastik Forening,7,5,7,9,9,10,9,9,10,13,11,9,14,10,15,12,15,12,6,8,11,13,5,15,6,12,14,12,13,10,8,14,11,14,11,12,8,10,13,5,16,1,1,1,2,3,3,2,1,2,2,1,15,13,10,11,14,15,9,11,1,8,20,12,1,1,10,1,8,1,1,1,1,1,188,79,11,20,0.7,5744,5744,3994,Northern_European,107,4,2000/4/11,0,0,1680.0,,27129071
Bart Verbruggen,GK,19,115,-75,Holland,RSC Anderlecht,5,3,2,3,14,9,4,2,1,1,15,6,2,11,5,12,13,15,13,13,13,13,12,8,2,11,12,12,11,12,13,15,15,12,12,8,14,9,8,7,10,13,16,13,12,11,14,12,9,11,14,13,11,12,5,10,9,12,10,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,75,7,20,15.0,5600,5250,2752,Northern_European,120,1,2002/8/18,0,0,1199.0,,37076355
Marko Bulat,DM/M C,20,115,147,Croatia,GNK Dinamo Zagreb,13,12,11,10,13,13,11,15,6,9,14,11,10,14,14,12,13,11,11,12,12,13,8,12,13,11,13,15,11,13,10,12,13,11,13,9,12,13,13,6,10,2,1,2,1,2,2,3,3,3,2,2,13,13,8,11,12,12,8,13,1,1,1,1,1,1,20,1,17,1,1,14,1,1,178,68,10,20,3.5,5798,5548,3799,Northern_European,113,4,2001/9/26,0,0,2877.0,,24057489
Dominik Kotarski,GK,22,115,135,Croatia,AS PAOK Salonika,5,2,3,2,8,8,1,1,2,3,10,3,2,9,15,12,13,12,9,11,10,12,3,6,2,13,12,11,10,12,13,14,12,9,11,13,11,10,10,7,15,15,13,14,10,12,11,14,13,14,8,10,12,13,7,11,11,12,10,9,20,1,1,1,1,1,1,1,1,1,1,1,1,1,189,82,7,20,4.0,5750,5600,4014,Northern_European,110,4,2000/2/10,0,0,10547.0,,24056362
Iliyan Stefanov,AM/S RLC,23,115,136,Bulgaria,Levski Sofia,11,10,13,13,11,11,13,13,7,5,12,12,8,13,13,12,12,11,7,12,9,15,14,9,13,8,11,13,13,12,12,13,12,12,10,11,9,8,14,10,14,3,3,2,1,3,3,3,2,3,1,1,18,13,6,11,11,12,11,13,1,1,1,1,1,1,1,7,11,7,15,20,15,17,186,76,12,20,0.8,5750,5700,5050,Northern_European,108,7,1998/9/20,4,1,899.0,,22064939
Bali Mumba,WB/M RLC,20,115,136,United Kingdom,Norwich City,5,9,13,8,12,7,8,8,5,8,12,10,9,12,9,11,12,13,10,11,9,14,13,8,11,8,14,14,15,15,13,7,13,14,15,6,10,5,10,5,17,3,2,2,4,2,3,2,3,3,1,3,13,13,6,11,12,14,12,13,1,12,1,14,17,20,14,9,16,12,8,12,12,1,176,62,13,20,2.0,5750,5750,3500,African_Caribbean,110,19,2001/10/8,0,0,17399.0,Plymouth Argyle,222138
Mikael Egill Ellertsson,M C,20,115,-75,Iceland,Spezia Calcio,7,8,13,12,13,8,8,9,6,12,12,8,12,12,8,12,11,11,11,11,12,14,12,10,13,13,12,12,13,13,11,12,17,13,13,12,13,8,11,8,10,1,1,3,1,1,1,3,3,1,1,3,13,14,10,12,12,14,13,14,1,10,1,1,12,1,1,14,20,1,12,14,1,8,182,0,20,11,2.0,5750,5750,4500,Northern_European,115,3,2002/3/11,6,0,7579.0,,39056943
Aguibou Camara,M/AM RLC,21,115,135,Guinea,Olympiacos SF Piraeus,12,12,14,9,12,12,5,10,2,10,12,8,10,13,14,11,12,11,8,12,9,14,13,7,12,9,12,15,14,16,13,7,15,12,14,6,11,10,12,6,11,4,3,1,1,1,3,2,3,2,2,3,14,14,6,10,12,13,12,8,1,1,1,1,1,1,1,14,17,14,16,20,16,1,167,0,9,20,2.5,5750,5750,3750,African_Caribbean,109,16,2001/5/20,16,1,2364.0,,13193997
Yerson Mosquera,D C,21,115,-8,Colombia,Wolverhampton Wanderers,4,8,7,7,12,4,13,7,6,12,11,6,12,12,10,13,12,11,10,6,11,12,5,6,9,12,11,11,12,12,10,14,12,14,13,14,15,11,10,8,18,3,3,2,3,2,2,4,1,1,1,2,10,11,7,11,11,12,14,18,1,1,20,1,1,1,10,1,8,1,1,1,1,1,188,84,10,20,3.5,5750,5750,4350,African_Caribbean,108,14,2001/5/2,0,0,11599.0,,76065062
Pape Matar Sarr,M C,19,115,-8,Senegal,Tottenham Hotspur,7,7,12,9,13,8,12,13,8,10,12,9,13,12,12,13,12,13,11,13,11,6,13,10,11,14,12,12,11,14,13,12,14,9,12,12,11,13,9,6,11,1,2,3,2,2,2,2,2,1,1,3,13,10,3,12,11,11,11,16,1,1,1,1,1,1,14,10,20,10,8,14,8,1,184,70,11,20,40.0,6197,6197,4255,African_Caribbean,114,17,2002/9/14,8,0,13919.0,,12080051
Tomás Araújo,D C,20,115,-75,Portugal,SL Benfica,5,7,8,7,11,5,13,5,4,13,12,5,13,12,13,13,14,11,12,12,12,14,12,12,8,12,12,11,13,12,12,13,15,13,12,13,14,5,12,8,8,3,2,3,3,2,3,1,2,2,1,3,8,13,10,15,14,16,15,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,188,81,9,20,5.0,5750,5750,3750,Mediterranean_Hispanic,115,4,2002/5/16,0,0,3499.0,Gil Vicente Futebol Clube,83243060
Daniel Maldini,AM RLC,20,115,145,"Italy,Venezuela",AC Milan,13,12,12,9,13,14,13,11,5,6,12,11,7,14,9,13,12,11,11,12,11,15,12,7,13,6,13,12,13,13,11,10,12,13,12,11,11,8,5,8,13,1,3,2,1,4,2,1,2,3,2,3,18,13,4,16,11,15,13,12,1,1,1,1,1,1,1,1,1,1,18,20,17,12,181,74,10,20,3.0,5750,6050,3500,Mediterranean_Hispanic,112,2,2001/10/11,0,0,10672.0,Spezia Calcio,43371896
Luca Moro,S,21,115,145,Italy,U.S. Sassuolo,10,9,13,14,11,12,12,12,4,6,10,10,8,12,12,12,10,12,11,10,11,14,10,11,13,6,10,12,12,13,13,14,11,12,13,12,13,10,13,10,10,3,3,1,3,1,3,3,1,2,1,3,12,16,3,8,8,12,14,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,189,77,10,20,2.2,5748,5748,2600,Mediterranean_Hispanic,114,1,2001/1/25,0,0,8948.0,Frosinone,43379699
Antonio Aranda,M/AM LC,21,115,140,Spain,Barcelona,11,11,15,9,14,11,8,9,6,6,13,11,8,15,8,9,13,12,9,12,12,14,16,7,13,5,11,8,14,15,13,8,14,13,10,9,12,9,12,7,15,1,4,1,3,1,3,3,3,2,3,2,19,12,2,11,15,12,11,20,1,1,1,1,1,1,1,17,19,12,18,20,14,12,172,62,8,20,0.2,5750,5750,2750,Mediterranean_Hispanic,108,0,2000/10/7,0,0,2474.0,,67295099
Bruno Jordão,DM/M C,23,115,143,Portugal,Wolverhampton Wanderers,10,10,14,10,13,10,12,12,4,8,13,11,10,15,10,11,10,13,12,14,12,13,12,9,13,10,12,13,12,14,12,10,12,12,11,10,13,9,12,13,12,2,2,3,4,2,2,4,2,1,3,2,13,14,5,13,13,15,13,11,1,1,1,1,1,1,19,10,20,10,10,15,10,1,180,73,9,20,1.0,5750,5750,4250,Mediterranean_Hispanic,115,3,1998/10/12,0,0,17399.0,Santa Clara Açores Futebol,83111023
